CNPJ_FUNDO,DT_COMPTC,VL_PATRIM_LIQ
12.665.456/0001-50,2020-06-01,1819645310.62
12.665.456/0001-50,2020-06-02,1822279391.84
12.665.456/0001-50,2020-06-03,1824545341.01
12.665.456/0001-50,2020-06-04,1826917743.66
12.665.456/0001-50,2020-06-05,1827650842.07
12.665.456/0001-50,2020-06-08,1833949964.76
12.665.456/0001-50,2020-06-09,1832362957.39
12.665.456/0001-50,2020-06-10,1831112898.75
12.665.456/0001-50,2020-06-12,1829778413.47
12.665.456/0001-50,2020-06-15,1827528629.94
12.665.456/0001-50,2020-06-16,1828768370.27
12.665.456/0001-50,2020-06-17,1831782421.93
12.665.456/0001-50,2020-06-18,1831966970.44
12.665.456/0001-50,2020-06-19,1831676701.65
12.665.456/0001-50,2020-06-22,1832467364.15
12.665.456/0001-50,2020-06-23,1836391751.93
12.665.456/0001-50,2020-06-24,1834829150.47
12.665.456/0001-50,2020-06-25,1835555704.62
12.665.456/0001-50,2020-06-26,1832116079.1
12.665.456/0001-50,2020-06-29,1834292166.74
12.665.456/0001-50,2020-06-30,1834991388.83
13.071.579/0001-25,2020-06-01,2991599431.07
13.071.579/0001-25,2020-06-02,2964090853.79
13.071.579/0001-25,2020-06-03,2947688294.96
13.071.579/0001-25,2020-06-04,2951381843.04
13.071.579/0001-25,2020-06-05,2929283812.25
13.071.579/0001-25,2020-06-08,2920943827.57
13.071.579/0001-25,2020-06-09,2926316421.47
13.071.579/0001-25,2020-06-10,2930603454.41
13.071.579/0001-25,2020-06-12,2951335723.83
13.071.579/0001-25,2020-06-15,2958566022.68
13.071.579/0001-25,2020-06-16,2977034377.37
13.071.579/0001-25,2020-06-17,2993070329.03
13.071.579/0001-25,2020-06-18,3014725886.92
13.071.579/0001-25,2020-06-19,3005112467.53
13.071.579/0001-25,2020-06-22,2997168108.82
13.071.579/0001-25,2020-06-23,2979600896.15
13.071.579/0001-25,2020-06-24,3003400327.3
13.071.579/0001-25,2020-06-25,3014495864.3
13.071.579/0001-25,2020-06-26,3025491254.62
13.071.579/0001-25,2020-06-29,3026142721.98
13.071.579/0001-25,2020-06-30,3034856178.27
15.740.377/0001-54,2020-06-01,24980427120.95
15.740.377/0001-54,2020-06-02,24567238586.2
15.740.377/0001-54,2020-06-03,24563322913.45
15.740.377/0001-54,2020-06-04,24565940157.89
15.740.377/0001-54,2020-06-05,24583888244.78
15.740.377/0001-54,2020-06-08,24592216224.7
15.740.377/0001-54,2020-06-09,24725946605.09
15.740.377/0001-54,2020-06-10,24911525671.51
15.740.377/0001-54,2020-06-12,24915428601.91
15.740.377/0001-54,2020-06-15,24920018661.26
15.740.377/0001-54,2020-06-16,24916209037.06
15.740.377/0001-54,2020-06-17,24919333947.51
15.740.377/0001-54,2020-06-18,24930836185.06
15.740.377/0001-54,2020-06-19,24934544622.37
15.740.377/0001-54,2020-06-22,24539691944.81
15.740.377/0001-54,2020-06-23,24645677370.7
15.740.377/0001-54,2020-06-24,24550961522.34
15.740.377/0001-54,2020-06-25,24553668945.05
15.740.377/0001-54,2020-06-26,24576959257.9
15.740.377/0001-54,2020-06-29,24905573898.87
15.740.377/0001-54,2020-06-30,24924221501.67
17.080.119/0001-14,2020-06-01,9466282983.64
17.080.119/0001-14,2020-06-02,9481887800.17
17.080.119/0001-14,2020-06-03,9464054601.47
17.080.119/0001-14,2020-06-04,9449015411.43
17.080.119/0001-14,2020-06-05,9432938553.22
17.080.119/0001-14,2020-06-08,9363138558.05
17.080.119/0001-14,2020-06-09,9366256777.17
17.080.119/0001-14,2020-06-10,9346000205.14
17.080.119/0001-14,2020-06-12,9275369319.83
17.080.119/0001-14,2020-06-15,9254680799.96
17.080.119/0001-14,2020-06-16,9250663668.23
17.080.119/0001-14,2020-06-17,9175726316.28
17.080.119/0001-14,2020-06-18,9147558165.95
17.080.119/0001-14,2020-06-19,9119063382.15
17.080.119/0001-14,2020-06-22,9022339399.63
17.080.119/0001-14,2020-06-23,9054946059.03
17.080.119/0001-14,2020-06-24,9016672620.92
17.080.119/0001-14,2020-06-25,9039582644.06
17.080.119/0001-14,2020-06-26,8924233566.87
17.080.119/0001-14,2020-06-29,8875700910.28
17.080.119/0001-14,2020-06-30,8882127199.78
22.215.116/0001-80,2020-06-01,5002159582.09
22.215.116/0001-80,2020-06-02,5009019078.68
22.215.116/0001-80,2020-06-03,5028934766.12
22.215.116/0001-80,2020-06-04,5012076628.91
22.215.116/0001-80,2020-06-05,5040427680.3
22.215.116/0001-80,2020-06-08,5062697291.43
22.215.116/0001-80,2020-06-09,5055065054.07
22.215.116/0001-80,2020-06-10,5039627296.52
22.215.116/0001-80,2020-06-12,4995126641.86
22.215.116/0001-80,2020-06-15,4997064731.02
22.215.116/0001-80,2020-06-16,5011440633.17
22.215.116/0001-80,2020-06-17,5022736838.31
22.215.116/0001-80,2020-06-18,5020185389.81
22.215.116/0001-80,2020-06-19,5013496509.56
22.215.116/0001-80,2020-06-22,5017240042.95
22.215.116/0001-80,2020-06-23,5021427054.97
22.215.116/0001-80,2020-06-24,4996153617.03
22.215.116/0001-80,2020-06-25,5008516652.14
22.215.116/0001-80,2020-06-26,4971202844.43
22.215.116/0001-80,2020-06-29,4987421720.69
22.215.116/0001-80,2020-06-30,4999428381.81
08.971.898/0001-57,2020-07-01,1985080231.7
08.971.898/0001-57,2020-07-02,1985173208.33
08.971.898/0001-57,2020-07-03,1988109516.93
08.971.898/0001-57,2020-07-06,1997286391.01
08.971.898/0001-57,2020-07-07,1990524884.46
08.971.898/0001-57,2020-07-08,2000087331.97
08.971.898/0001-57,2020-07-09,1999285176.32
08.971.898/0001-57,2020-07-10,2003775336.29
08.971.898/0001-57,2020-07-13,1993562883.41
08.971.898/0001-57,2020-07-14,1996924323.83
08.971.898/0001-57,2020-07-15,2002067793.11
08.971.898/0001-57,2020-07-16,1992073067.7
08.971.898/0001-57,2020-07-17,2003212448.46
08.971.898/0001-57,2020-07-20,2011438035.11
08.971.898/0001-57,2020-07-21,2010788824.68
08.971.898/0001-57,2020-07-22,2011922245.2
08.971.898/0001-57,2020-07-23,1999096560.07
08.971.898/0001-57,2020-07-24,1997024896.92
08.971.898/0001-57,2020-07-27,2005635159.91
08.971.898/0001-57,2020-07-28,2001938063.64
08.971.898/0001-57,2020-07-29,2007812150.47
08.971.898/0001-57,2020-07-30,2006287538.99
08.971.898/0001-57,2020-07-31,2000268255.89
09.120.756/0001-49,2020-07-01,1129255386.17
09.120.756/0001-49,2020-07-02,1128967058.94
09.120.756/0001-49,2020-07-03,1129013108.15
09.120.756/0001-49,2020-07-06,1128639909.55
09.120.756/0001-49,2020-07-07,1128015021.98
09.120.756/0001-49,2020-07-08,1127081762.27
09.120.756/0001-49,2020-07-09,1126472532.24
09.120.756/0001-49,2020-07-10,1126392975.69
09.120.756/0001-49,2020-07-13,1126225839.87
09.120.756/0001-49,2020-07-14,1126058699.57
09.120.756/0001-49,2020-07-15,1126007026.17
09.120.756/0001-49,2020-07-16,1126071711.23
09.120.756/0001-49,2020-07-17,1126071711.23
09.120.756/0001-49,2020-07-20,1125474320.58
09.120.756/0001-49,2020-07-21,1123923285.25
09.120.756/0001-49,2020-07-22,1125034825.13
09.120.756/0001-49,2020-07-23,1121826625.31
09.120.756/0001-49,2020-07-24,1121826625.31
09.120.756/0001-49,2020-07-27,1126205511.33
09.120.756/0001-49,2020-07-28,1126054651.04
09.120.756/0001-49,2020-07-29,1126254072.99
09.120.756/0001-49,2020-07-30,1128543390.29
09.120.756/0001-49,2020-07-31,1128687383.94
11.233.045/0001-22,2020-07-01,12604591896.6
11.233.045/0001-22,2020-07-02,12616502672.95
11.233.045/0001-22,2020-07-03,12542733467.27
11.233.045/0001-22,2020-07-06,12661274700.88
11.233.045/0001-22,2020-07-07,12647720052.17
11.233.045/0001-22,2020-07-08,12554226662.7
11.233.045/0001-22,2020-07-09,12622710502.1
11.233.045/0001-22,2020-07-10,12657091840.01
11.233.045/0001-22,2020-07-13,12685527400.71
11.233.045/0001-22,2020-07-14,12640266692.73
11.233.045/0001-22,2020-07-15,12572653705.08
11.233.045/0001-22,2020-07-16,12425605433.37
11.233.045/0001-22,2020-07-17,12630944524.91
11.233.045/0001-22,2020-07-20,12367285443.57
11.233.045/0001-22,2020-07-21,11942514047.54
11.233.045/0001-22,2020-07-22,11810863361.73
11.233.045/0001-22,2020-07-23,11992227040.41
11.233.045/0001-22,2020-07-24,12064061535.39
11.233.045/0001-22,2020-07-27,11978158626.14
11.233.045/0001-22,2020-07-28,11900400066.67
11.233.045/0001-22,2020-07-29,11901841969.11
11.233.045/0001-22,2020-07-30,11920962639.1
11.233.045/0001-22,2020-07-31,12102528997
11.248.347/0001-74,2020-07-01,6699457727.15
11.248.347/0001-74,2020-07-02,6706152483.73
11.248.347/0001-74,2020-07-03,6730235852.67
11.248.347/0001-74,2020-07-06,6725331846.21
11.248.347/0001-74,2020-07-07,6729104129.1
11.248.347/0001-74,2020-07-08,6732478953.4
11.248.347/0001-74,2020-07-09,6751742744.29
11.248.347/0001-74,2020-07-10,6727804058.13
11.248.347/0001-74,2020-07-13,6842088764.38
11.248.347/0001-74,2020-07-14,6843499885.56
11.248.347/0001-74,2020-07-15,6847097452.72
11.248.347/0001-74,2020-07-16,6850107155.51
11.248.347/0001-74,2020-07-17,6869086402.77
11.248.347/0001-74,2020-07-20,6928669760.31
11.248.347/0001-74,2020-07-21,6911947712.65
11.248.347/0001-74,2020-07-22,6885857880.39
11.248.347/0001-74,2020-07-23,6885508533.03
11.248.347/0001-74,2020-07-24,6891494303.79
11.248.347/0001-74,2020-07-27,6905315260.84
11.248.347/0001-74,2020-07-28,6907695763.42
11.248.347/0001-74,2020-07-29,6913362775.26
11.248.347/0001-74,2020-07-30,6927424620.81
11.248.347/0001-74,2020-07-31,6883473859.9
12.083.748/0001-84,2020-07-01,14603833676.23
12.083.748/0001-84,2020-07-02,14613230270.42
12.083.748/0001-84,2020-07-03,14603586181.93
12.083.748/0001-84,2020-07-06,14690301036.19
12.083.748/0001-84,2020-07-07,14515132970.58
12.083.748/0001-84,2020-07-08,14617691363.92
12.083.748/0001-84,2020-07-09,14550834547.73
12.083.748/0001-84,2020-07-10,14584268238.96
12.083.748/0001-84,2020-07-13,14511202844.53
12.083.748/0001-84,2020-07-14,14605771825.78
12.083.748/0001-84,2020-07-15,14745992680.5
12.083.748/0001-84,2020-07-16,14638200229.02
12.083.748/0001-84,2020-07-17,14757620664.95
12.083.748/0001-84,2020-07-20,14782623904.91
12.083.748/0001-84,2020-07-21,14857892683.32
12.083.748/0001-84,2020-07-22,14899751914.46
12.083.748/0001-84,2020-07-23,14780920995.56
12.083.748/0001-84,2020-07-24,14822582121.81
12.083.748/0001-84,2020-07-27,14880593693.31
12.083.748/0001-84,2020-07-28,14880109273.92
12.083.748/0001-84,2020-07-29,14879960668.89
12.083.748/0001-84,2020-07-30,14921363467.36
12.083.748/0001-84,2020-07-31,14943660798.19
12.665.456/0001-50,2020-07-01,1836246686.36
12.665.456/0001-50,2020-07-02,1836036773.56
12.665.456/0001-50,2020-07-03,1838793860.05
12.665.456/0001-50,2020-07-06,1841368016.87
12.665.456/0001-50,2020-07-07,1840781996.72
12.665.456/0001-50,2020-07-08,1842337074.95
12.665.456/0001-50,2020-07-09,1841929701.83
12.665.456/0001-50,2020-07-10,1843436515.91
12.665.456/0001-50,2020-07-13,1841211451.37
12.665.456/0001-50,2020-07-14,1842049455.81
12.665.456/0001-50,2020-07-15,1843102348.6
12.665.456/0001-50,2020-07-16,1842438489.71
12.665.456/0001-50,2020-07-17,1846084643.07
12.665.456/0001-50,2020-07-20,1849093761.66
12.665.456/0001-50,2020-07-21,1848022936.75
12.665.456/0001-50,2020-07-22,1845774624.14
12.665.456/0001-50,2020-07-23,1845150249.88
12.665.456/0001-50,2020-07-24,1846565251.98
12.665.456/0001-50,2020-07-27,1846887116.02
12.665.456/0001-50,2020-07-28,1847031520.46
12.665.456/0001-50,2020-07-29,1847761331.72
12.665.456/0001-50,2020-07-30,1848886861.96
12.665.456/0001-50,2020-07-31,1846828380.22
13.071.579/0001-25,2020-07-01,3020554978.04
13.071.579/0001-25,2020-07-02,3026987438.24
13.071.579/0001-25,2020-07-03,3023394890.45
13.071.579/0001-25,2020-07-06,3037730047.7
13.071.579/0001-25,2020-07-07,3037232955.98
13.071.579/0001-25,2020-07-08,3038785416.61
13.071.579/0001-25,2020-07-09,3040269648.17
13.071.579/0001-25,2020-07-10,3033586854.42
13.071.579/0001-25,2020-07-13,3037402836.9
13.071.579/0001-25,2020-07-14,3035930462.87
13.071.579/0001-25,2020-07-15,3043589495.21
13.071.579/0001-25,2020-07-16,3030262655.68
13.071.579/0001-25,2020-07-17,3049849823.95
13.071.579/0001-25,2020-07-20,3047225650.92
13.071.579/0001-25,2020-07-21,3026367614.35
13.071.579/0001-25,2020-07-22,3014063891.61
13.071.579/0001-25,2020-07-23,3025789643.91
13.071.579/0001-25,2020-07-24,3022625327.23
13.071.579/0001-25,2020-07-27,3020912944.93
13.071.579/0001-25,2020-07-28,3017993793.73
13.071.579/0001-25,2020-07-29,3024007210.24
13.071.579/0001-25,2020-07-30,3025693800.29
13.071.579/0001-25,2020-07-31,3049491228.94
15.740.377/0001-54,2020-07-01,24919963665.43
15.740.377/0001-54,2020-07-02,24956594285.02
15.740.377/0001-54,2020-07-03,24968975587.81
15.740.377/0001-54,2020-07-06,25007777317.96
15.740.377/0001-54,2020-07-07,24760577262.44
15.740.377/0001-54,2020-07-08,24762517341.59
15.740.377/0001-54,2020-07-09,24764168638.91
15.740.377/0001-54,2020-07-10,24766931103.79
15.740.377/0001-54,2020-07-13,24768973200.7
15.740.377/0001-54,2020-07-14,24912109227.57
15.740.377/0001-54,2020-07-15,24914519343.52
15.740.377/0001-54,2020-07-16,24955035356.1
15.740.377/0001-54,2020-07-17,24965684876.39
15.740.377/0001-54,2020-07-20,24957486878.78
15.740.377/0001-54,2020-07-21,24997022524.54
15.740.377/0001-54,2020-07-22,24981913447.36
15.740.377/0001-54,2020-07-23,24989646538.34
15.740.377/0001-54,2020-07-24,24989770736.42
15.740.377/0001-54,2020-07-27,24993413790.32
15.740.377/0001-54,2020-07-28,25021135397.68
15.740.377/0001-54,2020-07-29,25032439978.11
15.740.377/0001-54,2020-07-30,25032596055.74
15.740.377/0001-54,2020-07-31,25071496728.51
17.080.119/0001-14,2020-07-01,8914718878.86
17.080.119/0001-14,2020-07-02,8874428767.24
17.080.119/0001-14,2020-07-03,8870490618.52
17.080.119/0001-14,2020-07-06,8802561316.67
17.080.119/0001-14,2020-07-07,8783377416.56
17.080.119/0001-14,2020-07-08,8790769921.77
17.080.119/0001-14,2020-07-09,8758188878.73
17.080.119/0001-14,2020-07-10,8780951633.29
17.080.119/0001-14,2020-07-13,8762750413.11
17.080.119/0001-14,2020-07-14,8737456982.6
17.080.119/0001-14,2020-07-15,8761774310.65
17.080.119/0001-14,2020-07-16,8721304051.13
17.080.119/0001-14,2020-07-17,8719276963.55
17.080.119/0001-14,2020-07-20,8707849526.08
17.080.119/0001-14,2020-07-21,8734534725.02
17.080.119/0001-14,2020-07-22,8736906349.8
17.080.119/0001-14,2020-07-23,8698855922.22
17.080.119/0001-14,2020-07-24,8669679287.55
17.080.119/0001-14,2020-07-27,8575103040.76
17.080.119/0001-14,2020-07-28,8569568251.37
17.080.119/0001-14,2020-07-29,8535080458.35
17.080.119/0001-14,2020-07-30,8512126321.16
17.080.119/0001-14,2020-07-31,8529709393.88
22.215.116/0001-80,2020-07-01,5010611045.3
22.215.116/0001-80,2020-07-02,5009431550.8
22.215.116/0001-80,2020-07-03,5015345964.75
22.215.116/0001-80,2020-07-06,5027503797.81
22.215.116/0001-80,2020-07-07,5019102007.85
22.215.116/0001-80,2020-07-08,5018343264.68
22.215.116/0001-80,2020-07-09,5007683251
22.215.116/0001-80,2020-07-10,5021722803.31
22.215.116/0001-80,2020-07-13,4994707841.4
22.215.116/0001-80,2020-07-14,5003854016.96
22.215.116/0001-80,2020-07-15,4999969598.63
22.215.116/0001-80,2020-07-16,4991366501.13
22.215.116/0001-80,2020-07-17,5010265768.1
22.215.116/0001-80,2020-07-20,5030938896.07
22.215.116/0001-80,2020-07-21,5035106555.7
22.215.116/0001-80,2020-07-22,5022102239.59
22.215.116/0001-80,2020-07-23,4990382431.75
22.215.116/0001-80,2020-07-24,4984497836.8
22.215.116/0001-80,2020-07-27,4995919307.82
22.215.116/0001-80,2020-07-28,4988567581.78
22.215.116/0001-80,2020-07-29,5009055733.06
22.215.116/0001-80,2020-07-30,5013692608.33
22.215.116/0001-80,2020-07-31,5000977256.33
08.971.898/0001-57,2020-08-03,1999552263.08
08.971.898/0001-57,2020-08-04,1994516114.88
08.971.898/0001-57,2020-08-05,2002836269.73
08.971.898/0001-57,2020-08-06,2007945248.29
08.971.898/0001-57,2020-08-07,1998987155.37
08.971.898/0001-57,2020-08-10,1995887489.68
08.971.898/0001-57,2020-08-11,1984742286.46
08.971.898/0001-57,2020-08-12,1986260828.76
08.971.898/0001-57,2020-08-13,1980978350.99
08.971.898/0001-57,2020-08-14,1979868896.87
08.971.898/0001-57,2020-08-17,1974915165.33
08.971.898/0001-57,2020-08-18,1986387667.53
08.971.898/0001-57,2020-08-19,1977929246.17
08.971.898/0001-57,2020-08-20,1979042455.63
08.971.898/0001-57,2020-08-21,1979930321.49
08.971.898/0001-57,2020-08-24,1982042869.92
08.971.898/0001-57,2020-08-25,1982038071.63
08.971.898/0001-57,2020-08-26,1978029237.94
08.971.898/0001-57,2020-08-27,1975148967.43
08.971.898/0001-57,2020-08-28,1980800355
08.971.898/0001-57,2020-08-31,1969928218.58
09.120.756/0001-49,2020-08-03,1128590649.42
09.120.756/0001-49,2020-08-04,1125935499.81
09.120.756/0001-49,2020-08-05,1124301955.92
09.120.756/0001-49,2020-08-06,1133808879.71
09.120.756/0001-49,2020-08-07,1131649877.36
09.120.756/0001-49,2020-08-10,1136091207.74
09.120.756/0001-49,2020-08-11,1133655949.37
09.120.756/0001-49,2020-08-12,1132401290.23
09.120.756/0001-49,2020-08-13,1132364470.82
09.120.756/0001-49,2020-08-14,1132447279.11
09.120.756/0001-49,2020-08-17,1132308866.14
09.120.756/0001-49,2020-08-18,1131958816.06
09.120.756/0001-49,2020-08-19,1131672620.57
09.120.756/0001-49,2020-08-20,1131902988.07
09.120.756/0001-49,2020-08-21,1130653561.92
09.120.756/0001-49,2020-08-24,1130549810.79
09.120.756/0001-49,2020-08-25,1130889826.82
09.120.756/0001-49,2020-08-26,1130872246.17
09.120.756/0001-49,2020-08-27,1130292790.23
09.120.756/0001-49,2020-08-28,1130402038.15
09.120.756/0001-49,2020-08-31,1130306913.8
11.233.045/0001-22,2020-08-03,12504253414.19
11.233.045/0001-22,2020-08-04,12449886947.07
11.233.045/0001-22,2020-08-05,12480089320.23
11.233.045/0001-22,2020-08-06,12678268954.93
11.233.045/0001-22,2020-08-07,13002507832.65
11.233.045/0001-22,2020-08-10,13175538979.79
11.233.045/0001-22,2020-08-11,12831203465.37
11.233.045/0001-22,2020-08-12,12974696441.47
11.233.045/0001-22,2020-08-13,12702668768.26
11.233.045/0001-22,2020-08-14,15762179593.97
11.233.045/0001-22,2020-08-17,13283966529.88
11.233.045/0001-22,2020-08-18,13191905410.99
11.233.045/0001-22,2020-08-19,13280615696.93
11.233.045/0001-22,2020-08-20,13538559299.78
11.233.045/0001-22,2020-08-21,13509880161.57
11.233.045/0001-22,2020-08-24,13569332530.58
11.233.045/0001-22,2020-08-25,13481730362.57
11.233.045/0001-22,2020-08-26,13600671204.63
11.233.045/0001-22,2020-08-27,13547857003.39
11.233.045/0001-22,2020-08-28,13340486740.6
11.233.045/0001-22,2020-08-31,13314290700.52
11.248.347/0001-74,2020-08-03,6888695023.99
11.248.347/0001-74,2020-08-04,6895886620.37
11.248.347/0001-74,2020-08-05,6890882427.19
11.248.347/0001-74,2020-08-06,6891386612.73
11.248.347/0001-74,2020-08-07,6891035327.26
11.248.347/0001-74,2020-08-10,6892288422.15
11.248.347/0001-74,2020-08-11,6889709132.34
11.248.347/0001-74,2020-08-12,6851726342.11
11.248.347/0001-74,2020-08-13,6852575184.62
11.248.347/0001-74,2020-08-14,6848071331.94
11.248.347/0001-74,2020-08-17,6852574764.42
11.248.347/0001-74,2020-08-18,6878335228.84
11.248.347/0001-74,2020-08-19,6916208742.97
11.248.347/0001-74,2020-08-20,6912178627.6
11.248.347/0001-74,2020-08-21,6916834860.45
11.248.347/0001-74,2020-08-24,6926366373.75
11.248.347/0001-74,2020-08-25,6938407704.5
11.248.347/0001-74,2020-08-26,6861853845.27
11.248.347/0001-74,2020-08-27,6860531799.53
11.248.347/0001-74,2020-08-28,6888609991.75
11.248.347/0001-74,2020-08-31,6832077775.2
12.083.748/0001-84,2020-08-03,14880690503.42
12.083.748/0001-84,2020-08-04,14877928826.68
12.083.748/0001-84,2020-08-05,15055656192.62
12.083.748/0001-84,2020-08-06,15173475936.62
12.083.748/0001-84,2020-08-07,15034199705.62
12.083.748/0001-84,2020-08-10,15098183801.88
12.083.748/0001-84,2020-08-11,15007720926.08
12.083.748/0001-84,2020-08-12,15058580816.23
12.083.748/0001-84,2020-08-13,14950798355.53
12.083.748/0001-84,2020-08-14,14946131114.77
12.083.748/0001-84,2020-08-17,14915760010.56
12.083.748/0001-84,2020-08-18,15068915917.56
12.083.748/0001-84,2020-08-19,14927981442.42
12.083.748/0001-84,2020-08-20,14948481996.24
12.083.748/0001-84,2020-08-21,14879890534.44
12.083.748/0001-84,2020-08-24,14929470767.28
12.083.748/0001-84,2020-08-25,14962373685.56
12.083.748/0001-84,2020-08-26,14881937921.83
12.083.748/0001-84,2020-08-27,14880680205.07
12.083.748/0001-84,2020-08-28,15065523520.6
12.083.748/0001-84,2020-08-31,14902210938.4
12.665.456/0001-50,2020-08-03,1847537844.15
12.665.456/0001-50,2020-08-04,1845613327.54
12.665.456/0001-50,2020-08-05,1849521518.43
12.665.456/0001-50,2020-08-06,1850790315.19
12.665.456/0001-50,2020-08-07,1849548743.59
12.665.456/0001-50,2020-08-10,1849273404.99
12.665.456/0001-50,2020-08-11,1848074656.18
12.665.456/0001-50,2020-08-12,1847381964.98
12.665.456/0001-50,2020-08-13,1846480879.96
12.665.456/0001-50,2020-08-14,1846580819.41
12.665.456/0001-50,2020-08-17,1843317236.84
12.665.456/0001-50,2020-08-18,1848644779.83
12.665.456/0001-50,2020-08-19,1847025813.6
12.665.456/0001-50,2020-08-20,1848932481.37
12.665.456/0001-50,2020-08-21,1848649089.1
12.665.456/0001-50,2020-08-24,1849220189.33
12.665.456/0001-50,2020-08-25,1848615452.83
12.665.456/0001-50,2020-08-26,1847158068.07
12.665.456/0001-50,2020-08-27,1847215865.95
12.665.456/0001-50,2020-08-28,1848838656.75
12.665.456/0001-50,2020-08-31,1846422692.82
13.071.579/0001-25,2020-08-03,3068499024.82
13.071.579/0001-25,2020-08-04,3065734396.86
13.071.579/0001-25,2020-08-05,3071268774.46
13.071.579/0001-25,2020-08-06,3086773368.64
13.071.579/0001-25,2020-08-07,3096665509.12
13.071.579/0001-25,2020-08-10,3106109531.02
13.071.579/0001-25,2020-08-11,3089755501.99
13.071.579/0001-25,2020-08-12,3102595386.56
13.071.579/0001-25,2020-08-13,3084595422.02
13.071.579/0001-25,2020-08-14,3094532084.31
13.071.579/0001-25,2020-08-17,3104695530.6
13.071.579/0001-25,2020-08-18,3105183085.18
13.071.579/0001-25,2020-08-19,3107936629.71
13.071.579/0001-25,2020-08-20,3117667400.6
13.071.579/0001-25,2020-08-21,3121862717.57
13.071.579/0001-25,2020-08-24,3123032541.88
13.071.579/0001-25,2020-08-25,3111580585.79
13.071.579/0001-25,2020-08-26,3123509775.92
13.071.579/0001-25,2020-08-27,3114790605.65
13.071.579/0001-25,2020-08-28,3097356556.94
13.071.579/0001-25,2020-08-31,3112011484.19
15.740.377/0001-54,2020-08-03,25084252070.37
15.740.377/0001-54,2020-08-04,25085745587.11
15.740.377/0001-54,2020-08-05,25111341282.48
15.740.377/0001-54,2020-08-06,25094203093.88
15.740.377/0001-54,2020-08-07,25106674265.58
15.740.377/0001-54,2020-08-10,25148609909.14
15.740.377/0001-54,2020-08-11,25364535814.83
15.740.377/0001-54,2020-08-12,25414382528.48
15.740.377/0001-54,2020-08-13,25427433041.29
15.740.377/0001-54,2020-08-14,25434037656.83
15.740.377/0001-54,2020-08-17,25445473480.45
15.740.377/0001-54,2020-08-18,25024739116.41
15.740.377/0001-54,2020-08-19,25029092860.02
15.740.377/0001-54,2020-08-20,25032108877.78
15.740.377/0001-54,2020-08-21,25055849557.15
15.740.377/0001-54,2020-08-24,25063911791.9
15.740.377/0001-54,2020-08-25,25065329820.71
15.740.377/0001-54,2020-08-26,25113106567.45
15.740.377/0001-54,2020-08-27,25124071945.75
15.740.377/0001-54,2020-08-28,25141055628.22
15.740.377/0001-54,2020-08-31,25147954577.69
17.080.119/0001-14,2020-08-03,8479597042.65
17.080.119/0001-14,2020-08-04,8476853988.39
17.080.119/0001-14,2020-08-05,8470808997.35
17.080.119/0001-14,2020-08-06,8468619357.68
17.080.119/0001-14,2020-08-07,8448095135.93
17.080.119/0001-14,2020-08-10,8400762561.51
17.080.119/0001-14,2020-08-11,8401096052.12
17.080.119/0001-14,2020-08-12,8377030830.35
17.080.119/0001-14,2020-08-13,8339839682.22
17.080.119/0001-14,2020-08-14,8317311724.43
17.080.119/0001-14,2020-08-17,8263568735.06
17.080.119/0001-14,2020-08-18,8230958006.93
17.080.119/0001-14,2020-08-19,8235248817.02
17.080.119/0001-14,2020-08-20,8179990035.08
17.080.119/0001-14,2020-08-21,8167437297.75
17.080.119/0001-14,2020-08-24,8137855415.13
17.080.119/0001-14,2020-08-25,8147234083.52
17.080.119/0001-14,2020-08-26,8129691075.38
17.080.119/0001-14,2020-08-27,8092160073.98
17.080.119/0001-14,2020-08-28,8039842020.36
17.080.119/0001-14,2020-08-31,8013296697.17
22.215.116/0001-80,2020-08-03,4983948665.42
22.215.116/0001-80,2020-08-04,4975811347.84
22.215.116/0001-80,2020-08-05,5006086982.46
22.215.116/0001-80,2020-08-06,5028153897.32
22.215.116/0001-80,2020-08-07,5019356129.69
22.215.116/0001-80,2020-08-10,5010138002.51
22.215.116/0001-80,2020-08-11,4993306403.24
22.215.116/0001-80,2020-08-12,5002608027.78
22.215.116/0001-80,2020-08-13,4988670802.67
22.215.116/0001-80,2020-08-14,5002555872.04
22.215.116/0001-80,2020-08-17,4988297294.92
22.215.116/0001-80,2020-08-18,5018677895.1
22.215.116/0001-80,2020-08-19,4980162494.68
22.215.116/0001-80,2020-08-20,4990615929.37
22.215.116/0001-80,2020-08-21,4995526756.71
22.215.116/0001-80,2020-08-24,5001132840.84
22.215.116/0001-80,2020-08-25,5007442473.05
22.215.116/0001-80,2020-08-26,5000949016.75
22.215.116/0001-80,2020-08-27,4994747585.48
22.215.116/0001-80,2020-08-28,5006487235.3
22.215.116/0001-80,2020-08-31,4964975545.09
08.971.898/0001-57,2020-09-01,1978873729.65
08.971.898/0001-57,2020-09-02,1973213977
08.971.898/0001-57,2020-09-03,1957046547.51
08.971.898/0001-57,2020-09-04,1956458061.83
08.971.898/0001-57,2020-09-08,1941784841.63
08.971.898/0001-57,2020-09-09,1946405845.64
08.971.898/0001-57,2020-09-10,1932851255.32
08.971.898/0001-57,2020-09-11,1929906907.96
08.971.898/0001-57,2020-09-14,1937142643.27
08.971.898/0001-57,2020-09-15,1936097487.36
08.971.898/0001-57,2020-09-16,1928353647.46
08.971.898/0001-57,2020-09-17,1923761372.39
08.971.898/0001-57,2020-09-18,1913215648.67
